metrica,media_clase_0,media_clase_1,p_value
num_tokens,108.54731457800511,111.305,0.4487383839733863
num_palabras,83.54347826086956,86.76625,0.3097607937517324
num_oraciones,5.116368286445013,5.35125,0.1794207279215202
num_verbs,8.474424552429667,9.1925,0.16502205125606884
num_nouns,16.28388746803069,17.1575,0.4334905360163329
num_adjs,7.173913043478261,7.1675,0.9915917166926503
num_advs,2.778772378516624,3.235,0.0020011896182707514
num_entidades,10.528132992327366,9.7425,0.15354903134998832
longitud_promedio_oracion,21.511052933407825,21.21070820667551,0.40936062842900567
densidad_verbos,0.07659182713833994,0.07975478516806848,0.10789580429201301
densidad_sustantivos,0.1388222760850711,0.14233926405447353,0.2284011884230397
densidad_entidades,0.1078786462679526,0.10238004043574091,0.048688824526912956
